"phrase_id","idiom_id","phrase"
"107","32","Burza wyłączyła zasilanie w całej okolicy, a co gorsza, generator zapasowy nie zdołał się uruchomić"
"108","32","Tom zapomniał parasola, a co gorsza, zaczął lecieć, gdy tylko wyszedł z biura"
"19","33","Maria postanowiła zostać w domu z pracy dzisiaj, bo czuła się pod wpływem pogody"
"20","33","Mimo, że był pod wpływem pogody, Jack nadal udało się zakończyć swój raport na czas"
"21","33","Po przeziębieniu Emily spędziła weekend pod wpływem pogody i odpoczywała w łóżku."
"7","34","Nie ma potrzeby martwić się teraz o budżet na przyszłoroczny projekt; przekroczymy ten most, gdy do niego dojdziemy"
"8","34","Jeśli zaczniemy myśleć o każdym możliwym problemie, nigdy nie rozpoczniemy, więc po prostu przejdźmy przez ten most, kiedy do niego dojdziemy"
"9","34","Aktualizacja oprogramowania może powodować pewne problemy, ale przekroczymy ten most, gdy do niego dojdziemy i odpowiednio go naprawimy"
"49","35","Po przeczytaniu złożonej pracy badawczej, zajęło mi trochę czasu, aby owinąć moją głowę wokół nowych koncepcji naukowych przedstawionych"
"50","35","Nowa aktualizacja oprogramowania jest tak inna, że cały zespół potrzebuje trochę czasu, aby się z nią zapoznać"
"51","35","Pomimo jasnych instrukcji, wciąż próbuję zorientować się, jak działa nowa maszyna"
"70","36","Pogoda była nieznośnie gorąca w tym tygodniu; można to powiedzieć ponownie"
"71","36","Po wypróbowaniu nowej restauracji w centrum miasta, zgodziliśmy się, że był to najlepszy posiłek, jaki mieliśmy od wieków, i możesz to powiedzieć ponownie"
"72","36","Kiedy wspomniała, jak chaotyczna była poranna podróż, wszyscy inni w pociągu kiwali głową w zgodzie, możesz to powiedzieć ponownie"
"61","37","Kiedy nagle wyłączyło się zasilanie, zapytałem sąsiada, co się dzieje, a on po prostu wzruszył ramionami i powiedział, że twoje przypuszczenia są równie dobre jak moje"
"62","37","Po godzinach prób naprawienia zepsutej drukarki, Jake w końcu przyznał się do porażki i powiedział swojemu koledze, że twoje przypuszczenia są równie dobre jak moje"
"63","37","Kiedy tajemnicza paczka dotarła do naszych drzwi, moja siostra zapytała, od kogo jest, a ja odpowiedziałem, że twoje przypuszczenia są równie dobre jak moje."
