"phrase_id","idiom_id","phrase"
"99","16","Pomimo burzliwej pogody i długich dni na morzu kapitan przypomniał załodze, by trzymała się tam, aż dotrą do brzegu"
"25","17","Po długim dniu wycieczki byłem gotowy, by wyjść i odpocząć."
"26","17","Myślę, że dziś rano wyjdę, bo mam wielką prezentację rano."
"27","17","Kiedy film się skończył, Sarah postanowiła zwolnić, bo musiała wcześnie wstać do pracy."
"22","18","Zmontowanie tej półki nie jest nauką o rakietach, tylko postępuj zgodnie z instrukcjami i będziesz w porządku."
"23","18","Gotowanie prostego dania z makaroniem nie jest nauką o rakietach, każdy może to zrobić za pomocą trochę praktyki."
"24","18","Skuteczne zarządzanie czasem nie jest nauką o rakietach, wymaga tylko planowania i dyscypliny"
"37","19","Po tym jak zrozumiał, że to ona była winna, kierownik postanowił uwolnić Toma z tego zajęcia."
"38","19","Nauczyciel zwolnił uczniów z kary za niepełnienie lekcji z powodu wyłączania prądu"
"39","19","Pomimo dowodów, decyzja przysięgłych uwolniła oskarżonego od zarzutów."
"100","20","Po utracie i wyczerpaniu się paliwa, żeby skrócić długi temat, wreszcie dotarliśmy do ślubu, dokładnie na czas na śluby."
"101","20","Spotkanie trwało wiele godzin, ale żeby skrócić tę historię, postanowiliśmy odłożyć projekt do następnego kwartału."
"102","20","Aby skrócić tę historię, po miesiącach poszukiwania pracy, zdobyła swoją marzywaną pozycję w firmie technologicznej w centrum miasta."
"34","21","Jeśli nie złożysz wniosku dzisiaj, możesz przegapić łódź na szkole."
"35","21","Za długo wahał się, zanim zaprosił ją na bal, a teraz obawia się, że może przegapił łódź."
"36","21","Kiedy zdecydowała się zainwestować w firmę, przegapiła już łódź, ponieważ ceny akcji wzrosły."
"40","22","Bez bólu, bez zysków, to jest to, co mówi sobie za każdym razem, gdy przechodzi ostatni zestaw treningu."
"41","22","Przypomniał uczniom, że nie ma bólu ani korzyści, jeśli ciężko się uczą na nadchodzące egzaminy."
"42","22","Motto trenera, bez bólu, bez zysków, zmotywowało zespół do treningu ciężniej niż kiedykolwiek wcześniej"
"10","23","Pomimo ograniczonego terminu, Maria była na balonie i przedłożyła raport wcześniej"
"11","23","Z tak wieloma nieprzewidywalnymi zmianami na rynku, ważne jest, aby doradca finansowy był na piłce."
"12","23","Szybkie reakcje Jacka na nieoczekiwany problem pokazały wszystkim, że naprawdę jest na balonie."
"4","24","Myślałem, że mówi poważnie o wygraniu w loterii, ale okazuje się, że po prostu mnie wyciągał."
"5","24","Kiedy powiedziała, że mówi siedem języków, wiedziałam, że mnie wyciąga."
"6","24","Lubi wyciągać nogę brata opowiadając mu niezgodne historie."
"16","25","Po tym, jak otrzymała rozczarowujące wieści, oddychała głęboko i postanowiła, że nadszedł czas, aby się zjednoczyć i iść naprzód"
"17","25","Pomimo chaosu wokół niego, wiedział, że musi się zjednoczyć, aby przeprowadzić swój zespół przez kryzys."
"18","25","Czując się przepełniony obciążeniem, wyszedł na chwilę na zewnątrz, aby zebrać swoje myśli i przysiąść się do siebie, zanim wrócił do biurka"
"58","26","Byliśmy na drodze przez pięć godzin bez żadnych problemów;"
"59","26","Termin projektu się zbliża, a zespół jest na dobrej drodze."
"60","26","Trzymam się nowej diety od tygodnia i czuję się świetnie."
"88","27","Właśnie rozmawialiśmy, że nie widzieliśmy Toma od dawna, a mówiąc o diablu, wszedł do drzwi."
"89","27","Mówiłem Sarah o polityce nowego menedżera, kiedy, mówiąc o diablu, przyłączył się do naszego spotkania niespodziewanie."
"90","27","Kiedy gadaliśmy o jej dziwnych wyborach mody, mówiąc o diablu, wchodziła do biura w neonowej zielonej kapeluszu."
"82","28","Po miesiącach ciągłego opóźnienia i błędnej komunikacji z wykonawcą, złamane okno było ostatnią słomką dla Emily"
"83","28","Tim był cierpliwy z głośnymi sąsiadami, ale kiedy w tygodniową noc organizowali kolejne głośne przyjęcie, to była ostatnia słoma"
"84","28","Kiedy menedżer ogłosił kolejne obniżenie wynagrodzeń, to była ostatnia słoma, i pracownicy postanowili zorganizować strajk"
"52","29","Mieszkanie w mieście, ale posiadanie domu na wsi pozwala jej cieszyć się najlepszym z obu światów"
"53","29","Pracując zdalnie w firmie z siedzibą w Paryżu, zdobywa najlepsze z obu światów: karierę międzynarodową bez opuszczenia rodzinnego miasta."
"54","29","Dzięki samochodowi hybrydowemu ma najlepsze z obu światów: efektywność energii elektrycznej i zasięg silnika benzynowego"
"103","30","Spędziliśmy całe popołudnie w grach i rozmowach, a zanim się o tym dowiedzieliśmy, czas lata, kiedy się bawisz."
"104","30","Na spotkaniu rodzinnym byliśmy tak zajęci, że czas pływa, kiedy się bawisz."
"105","30","W czasie naszych wakacji każdy dzień wydawał się przechodzić w mgnieniu oka, ponieważ czas lata, kiedy się bawisz."
"85","31","Kiedy termin projektu został przesunięty o tydzień, Sarah nie była w stanie się rozwijać z powodu nieoczekiwanej zmiany"
"86","31","Eddie ma tendencję do wychylania się z formy, kiedy ktoś sugerował nowy sposób robienia rzeczy."
"87","31","Nie ma potrzeby się wychylać z kształtu nad małym błędem; możemy to łatwo naprawić"
"106","32","Sarah spóźniła się już na spotkanie, a co gorsza, zdała sobie sprawę, że zostawiła swoje notatki na prezentację w domu."
"107","32","Burza wyłączyła energię w całym sąsiedztwie, a co gorsza, generator nie mógł się uruchomić."
"108","32","Tom zapomniał o parasolce, a co gorsza, zaczęło się rozlewać, gdy wychodził z biura."
"19","33","Maria zdecydowała się dziś zostać z pracy, bo czuła się w stanie pogody."
"20","33","Mimo, że Jack był w stanie wypełnić raport na czas."
"21","33","Emily przeziębiła się i spędziła weekend w pogodzie i odpoczywała w łóżku."
"7","34","Nie musisz się martwić o budżet na przyszły rok."
"8","34","Jeśli zaczniemy myśleć o każdym możliwym problemie, nigdy nie zaczniemy, więc przekroczmy most, kiedy do niego przyjdziemy."
"9","34","Aktualizacja oprogramowania może spowodować pewne problemy, ale przekroczymy ten most, kiedy do niego przyjdziemy i naprawiamy to odpowiednio"
"49","35","Po przeczytaniu skomplikowanego artykułu badawczego, trochę czasu zajęło mi wymyśleć nowe koncepcje naukowe."
"50","35","Nowa aktualizacja oprogramowania jest tak różna, że cały zespół potrzebuje czasu, by się w to wciągnąć."
"51","35","Pomimo jasnych instrukcji, wciąż próbuję zrozumieć, jak działa nowa maszyna."
"70","36","W tym tygodniu było niewyniesiewalnie gorąco."
"71","36","Po wypróbowaniu nowej restauracji w centrum, zgodziliśmy się, że to najlepsze posiłek, jaki mieliśmy od lat, i możesz to powiedzieć jeszcze raz."
"72","36","Kiedy wspomniała, jak chaotyczny był poranny dojazd, wszyscy inni w pociągu zgodzili się, można powiedzieć, że jeszcze raz"
"61","37","Kiedy nagle wygasła prąd, zapytałem sąsiada, co się dzieje, a on po prostu zwrócł ramiona i powiedział, że twój pogląd jest równie dobry jak mój."
"62","37","Po kilku godzinach próby naprawy złamanej drukarki, Jake w końcu przyznał się do porażki i powiedział swojemu kolegę, że twój szacunek jest równie dobry jak mój."
"63","37","Kiedy tajemniczy paczka przyjechała do nas, moja siostra zapytała, od kogo to jest, a ja odpowiedziałam, że twój pogląd jest równie dobry jak mój."
