"phrase_id","idiom_id","phrase"
"68","14","Kiedy John twierdził, że ma nagłą sytuację rodzinną, jego szef zdecydował dać mu kredyt zaufania i pozwolił wyjść wcześniej."
"69","14","Mimo plotek, dała mu kredyt zaufania, dopóki nie poznała wszystkich faktów."
"109","15","Po tym, jak prototyp nie przeszedł testów bezpieczeństwa, zespół inżynierów nie miał wyboru i musiał wrócić do punktu wyjścia."
"110","15","Kampania marketingowa nie trafiła do odbiorców, więc firma postanowiła wrócić do punktu wyjścia i opracować nową strategię."
"111","15","Gdy aktualizacja oprogramowania przysporzyła więcej problemów niż rozwiązała, programiści musieli wrócić do punktu wyjścia, aby naprawić usterki."
"97","16","Mimo że projekt napotkał liczne trudności, kierownik zachęcał zespół, aby trzymali się mocno, dopóki nie doprowadzą go do końca."
"98","16","Kiedy Sarah przechodziła trudny okres podczas egzaminów, jej przyjaciele powiedzieli jej, żeby się trzymała, i obiecali, że nadejdą lepsze dni."
"99","16","Pomimo burzowej pogody i długich dni na morzu, kapitan przypomniał załodze, aby trzymali się, dopóki nie dotrą do brzegu."
"25","17","Po długim dniu wędrówki byłem gotowy wskoczyć do łóżka i odpocząć."
"26","17","Myślę, że dziś pójdę wcześniej spać, bo rano mam ważną prezentację."
"27","17","Gdy film się skończył, Sarah postanowiła pójść spać, ponieważ musiała wstać wcześnie do pracy."
"22","18","Złożenie tej półki na książki to nie jest rocket science, wystarczy postępować zgodnie z instrukcją i będzie dobrze."
"23","18","Przygotowanie prostego dania z makaronem to nie jest nauka o rakietach, każdy może to zrobić z odrobiną praktyki."
"24","18","Skuteczne zarządzanie czasem to nie jest nauka rakietowa, wymaga jedynie odrobiny planowania i dyscypliny."
"37","19","Po uświadomieniu sobie, że pomyłka była jej winą, kierowniczka postanowiła darować Tomowi kary."
"38","19","Nauczyciel darował uczniom niezadanie pracy domowej z powodu awarii prądu."
"39","19","Mimo dowodów, decyzja jury uwolniła oskarżonego od odpowiedzialności."
"100","20","Zgubiliśmy się, skończyło nam się paliwo, ale żeby nie przedłużać, dotarliśmy na wesele w samą porę na składanie przysiąg."
"101","20","Spotkanie ciągnęło się godzinami, ale krótko mówiąc, zdecydowaliśmy się przesunąć projekt na następny kwartał."
"102","20","W skrócie, po miesiącach poszukiwań pracy, dostała wymarzoną posadę w firmie technologicznej w centrum miasta."
"34","21","Jeśli nie złożysz swojego wniosku dzisiaj, możesz przegapić szansę na stypendium."
"35","21","Zbyt długo zwlekał z zaproszeniem jej na studniówkę i teraz martwi się, że może przegapić swoją szansę."
"36","21","Zanim zdecydowała się zainwestować w firmę, było już za późno, ponieważ ceny akcji poszybowały w górę."
"40","22","""Bez pracy nie ma kołaczy"" – powtarza sobie za każdym razem, gdy przebrnie przez ostatnią serię treningu."
"41","22","Przypomniał swoim uczniom, że bez pracy nie ma kołaczy, jeśli chodzi o ciężką naukę do nadchodzących egzaminów."
"42","22","Motto trenera, bez pracy nie ma kołaczy, zmotywowało zespół do cięższego treningu niż kiedykolwiek wcześniej."
"10","23","Mimo napiętego terminu, Maria była na bieżąco i złożyła raport wcześniej."
"11","23","Przy tak wielu nieprzewidywalnych zmianach na rynku, doradca finansowy musi być czujny."
"12","23","Szybka reakcja Jacka na niespodziewany problem pokazała wszystkim, że jest naprawdę zaradny."
"4","24","Myślałem, że mówi poważnie o wygraniu w loterii, ale okazało się, że tylko mnie nabierał."
"5","24","Kiedy powiedziała mi, że mówi w siedmiu językach, wiedziałem, że robi sobie ze mnie żarty."
"6","24","Lubi nabierać swojego brata, opowiadając mu absurdalne historie."
"16","25","Po otrzymaniu rozczarowującej wiadomości wzięła głęboki oddech i postanowiła, że pora wziąć się w garść i iść dalej."
"17","25","Mimo chaosu wokół niego, wiedział, że musi się zebrać w sobie, aby poprowadzić swój zespół przez kryzys."
"18","25","Przytłoczony natłokiem pracy, wyszedł na chwilę na zewnątrz, aby zebrać myśli i dojść do siebie, zanim wrócił do biurka."
"58","26","Jesteśmy w drodze od pięciu godzin bez żadnych problemów; na razie jest dobrze."
"59","26","Termin projektu się zbliża, a zespół jest na dobrej drodze; jak na razie wszystko idzie dobrze."
"60","26","Trzymam się nowej diety już od tygodnia i czuję się świetnie; jak na razie wszystko idzie dobrze."
"88","27","Właśnie rozmawialiśmy o tym, że nie widzieliśmy Toma od wieków, a tu proszę, jak diabeł mówi o aniele, on wchodzi drzwiami."
"89","27","Mówiłem Sarze o nowych zasadach kierownika, gdy, o wilku mowa, niespodziewanie dołączył do naszego spotkania."
"90","27","Gdy plotkowaliśmy o jej dziwnych wyborach modowych, o wilku mowa, weszła do biro dumnie krocząc w neonozielonym kapeluszu."
"82","28","Po miesiącach ciągłych opóźnień i nieporozumień ze strony wykonawcy, zbita szyba była dla Emily ostatnią kroplą przepełniającą czarę."
"83","28","Tim był cierpliwy wobec swoich hałaśliwych sąsiadów, ale gdy urządzili kolejną głośną imprezę w dzień powszedni, to była kropla, która przelała czarę."
"84","28","Gdy kierownik ogłosił kolejną obniżkę wynagrodzeń, to była kropla, która przelała czarę goryczy i pracownicy zdecydowali się na strajk."
"52","29","Mieszka w mieście, ale ma dom na wsi, co pozwala jej cieszyć się zaletami obu światów."
"53","29","Pracując zdalnie dla firmy z siedzibą w Paryżu, ma najlepsze z obu światów: międzynarodową karierę bez konieczności opuszczania rodzinnego miasta."
"54","29","Dzięki swojemu hybrydowemu samochodowi ma najlepsze z obu światów: wydajność napędu elektrycznego i zasięg silnika benzynowego."
"103","30","Spędziliśmy całe popołudnie na graniu w gry i rozmowach, a zanim się zorientowaliśmy, czas płynie szybko, gdy dobrze się bawisz."
"104","30","Na rodzinnym zjeździe tak byliśmy zajęci rozmowami i śmiechem, że czas płynie niepostrzeżenie, gdy dobrze się bawimy."
"105","30","Podczas naszych wakacji każdy dzień mijał w mgnieniu oka, bo czas leci, gdy dobrze się bawisz."
"85","31","Kiedy termin projektu został przesunięty o tydzień wcześniej, Sarah wpadła w złość z powodu niespodziewanej zmiany."
"86","31","Eddie zwykle się denerwuje, gdy ktoś proponuje nowy sposób robienia czegoś."
"87","31","Nie ma potrzeby denerwować się z powodu małego błędu; możemy go łatwo naprawić."
"106","32","Sarah była już spóźniona na spotkanie, a co gorsza, zdała sobie sprawę, że zostawiła notatki do prezentacji w domu."
"107","32","Burza pozbawiła prądu całą okolicę, a co gorsza, awaryjny generator nie chciał się uruchomić."
"108","32","Tom zapomniał parasola, a co gorsza, zaczęło lać jak tylko wyszedł z biura."
"19","33","Maria postanowiła zostać dziś w domu z pracy, ponieważ źle się czuła."
"20","33","Mimo że Jack był nie w sosie, nadal zdążył skończyć swój raport na czas."
"21","33","Po przeziębieniu Emily spędziła weekend kiepsko się czując i odpoczywając w łóżku."
"7","34","Nie ma potrzeby martwić się teraz o budżet na przyszłoroczny projekt; przejdziemy przez ten most, gdy do niego dojdziemy."
"8","34","Jeśli zaczniemy myśleć o każdym możliwym problemie, nigdy nie zaczniemy, więc przejdziemy przez ten most, gdy do niego dojdziemy."
"9","34","Aktualizacja oprogramowania może powodować pewne problemy, ale zajmiemy się tym, gdy się pojawią, i odpowiednio je naprawimy."
"49","35","Po przeczytaniu skomplikowanego artykułu naukowego zajęło mi trochę czasu, żeby zrozumieć nowe pojęcia naukowe, które zostały przedstawione."
"50","35","Nowa aktualizacja oprogramowania jest tak różna, że cały zespół potrzebuje trochę czasu, żeby ją ogarnąć."
"51","35","Mimo jasnych instrukcji, wciąż próbuję zrozumieć, jak działa nowa maszyna."
"70","36","Pogoda w tym tygodniu jest nie do zniesienia upalna; możesz to powtórzyć."
"71","36","Po wypróbowaniu nowej restauracji w centrum zgodziliśmy się, że to najlepszy posiłek od dawna, i możesz to powtórzyć."
"72","36","Kiedy wspomniała, jak chaotyczny był poranny dojazd do pracy, wszyscy w pociągu skinęli głowami w geście zgody, możesz to powtórzyć."
"61","37","Kiedy nagle zgasło światło, zapytałem sąsiada, co się dzieje, a on tylko wzruszył ramionami i powiedział: twoja guess jest tak samo dobra jak moja."
"62","37","Po godzinach prób naprawy zepsutej drukarki Jake w końcu przyznał się do porażki i powiedział swojemu koledze: „Ty wiesz tyle, co ja”."
"63","37","Kiedy tajemnicza paczka dotarła pod nasze drzwi, moja siostra zapytała, od kogo jest, a ja odpowiedziałem, że nie mam pojęcia."
