"phrase_id","idiom_id","phrase"
"33","8","Pomimo swoich błędów, jego przyjaciele ustąpiłi mu trochę, rozumiejąc, że przechodzi trudny czas"
"94","9","Wykonawca został zwolniony, ponieważ przecinał rogi i kompromitował bezpieczeństwo budynku"
"95","9","W próbie spełnienia terminu, zespół zaczął ciąć rogi, co skutkowało subpar produktu"
"96","9","Jeśli chodzi o jakość, nasza firma ma ścisłą politykę wobec krawędzi, zapewniając tylko najlepsze dla naszych klientów"
"64","10","Gdy podnieśliśmy ciężki antyczny szafa, przypomniałem każdemu, że łatwo zrobić to, aby uniknąć żadnych uszkodzeń"
"65","10","Podczas szkolenia młodego szczenięta, pamiętaj, że łatwo robi to, aby zapewnić, że czuje się komfortowo i bezpiecznie"
"66","10","Kiedy rozpoczęliśmy skomplikowane malarstwo, artysta polecił nam, że łatwo zrobić to, aby osiągnąć doskonałą mieszankę kolorów"
"73","11","Partia zaczęła się wydostać z ręki, gdy niezaproszonych gości pojawiło się i muzyka blasting"
"74","11","Jeśli nie rozwiążemy problemów teraz, sytuacja może wydostać się z ręki i stać się niemożliwa do zarządzania"
"75","11","Klasa zaczęła się wycofać z ręki, gdy nauczyciel wyszedł na chwilę"
"55","12","Po tygodniach rozmowy o podróży, postanowiła wreszcie zarezerwować go i dostać go z jej systemu"
"56","12","Spędził cały weekend malując garaż, mając nadzieję wydostać swą twórczą energię z systemu"
"57","12","Chodziła na dłuższą metę, aby wyeliminować stres dnia z jej systemu"
"43","13","Po porzuceniu kilku terminów, menedżer powiedział mu, aby zrobić wszystko razem, jeśli chce utrzymać swoją pracę"
"44","13","Uświadomiła sobie, że musi się zmierzyć, kiedy prawie przegrała lot z powodu słabego planowania"
"45","13","Wraz ze zbliżającym się wielkim przedstawieniem, to kluczowe dla zespołu, aby zgromadzić swój akt i ukończyć wszystkie szczegóły"
"67","14","Mimo, że wyjaśnienie wydaje się mało prawdopodobne, postanowiłem dać jej korzyści z wątpliwości i wierzyć jej historii"
"68","14","Kiedy John twierdził, że ma rodzinną niebezpieczeństwo, jego szef zdecydował się dać mu korzyści z wątpliwości i pozwolić mu odejść wcześniej"
"69","14","Pomimo pogłosek, dała mu korzyści z wątpliwości, aż miała wszystkie fakty"
"109","15","Po porażce prototypu w testach bezpieczeństwa, zespół inżynierski nie miał innego wyboru, jak wrócić do tablicy rysunkowej"
"110","15","Kampania marketingowa nie rezonowała z publicznością, więc firma zdecydowała się wrócić do planowania, aby wymyślić nową strategię"
"111","15","Gdy aktualizacja oprogramowania spowodowała więcej problemów niż rozwiązano, deweloperzy musieli wrócić do tablicy rysunkowej, aby zająć się problemami"
"97","16","Mimo, że projekt spotkał się z licznymi setbackami, menedżer zachęcał zespół do trzymania się tam, dopóki nie dojdzie do końca"
"98","16","Gdy Sarah przechodziła trudne czasy podczas egzaminów, jej przyjaciele powiedziały jej, aby trzymać się tam i obiecał lepsze dni przyjdą"
"99","16","Pomimo burzliwego pogody i długich dni na morzu, kapitan przypomniał załodze, aby trzymać się tam, aż dotarły do brzegu"
"25","17","Po długim dniu wędrówki, byłem gotowy do uderzenia w sack i trochę odpocząć"
"26","17","Myślę, że uderzę w sack rano wieczorem, ponieważ mam dużą prezentację rano"
"27","17","Gdy film się skończył, Sarah zdecydowała, aby trafić do pyłku, ponieważ musiała budzić się wcześniej na pracę"
"22","18","Montaż tej półki nie jest rocket science, po prostu postępuj zgodnie z instrukcjami i będziesz w porządku"
"23","18","Gotowanie prostej danie makaronu nie jest rocket science, każdy może to zrobić z niewielką praktyką"
"24","18","Skuteczne zarządzanie czasem nie jest rocket science, to tylko wymaga pewnej planowania i dyscypliny"
"37","19","Po uświadomieniu sobie, że mieszania była jej winą, menedżer zdecydował się pozwolić Tom off the hook"
"38","19","Nauczyciel pozwolił uczniom wycofać się z pułapki za nie dokończenie ich prac domowych ze względu na zawieszenie prądu"
"39","19","Pomimo dowodów, decyzja jury pozwoliła oskarżonemu wycofać się z pułapki"
"100","20","Po zgubieniu się i utracie gazu, aby skracać długą historię, wreszcie dotarliśmy do ślubu na czas ślubu"
"101","20","Spotkanie przeciągnęło się przez godziny, ale w skrócie, postponowaliśmy projekt do następnego kwartału"
"102","20","Aby skracić długą historię, po miesiącach poszukiwania pracy, osiągnęła swoją marzenie stanowisko w firmie tech w centrum miasta"
"34","21","Jeśli nie złożysz wniosku dziś, możesz przegapić łodzi na szansę stypendium"
"35","21","Zwątpił zbyt długo, zanim poprosił ją o prom, a teraz martwi się, że może zgubić łódź"
"36","21","Do czasu, gdy zdecydowała się inwestować w spółkę, już porzuciła łódź, ponieważ ceny akcji wzrosły"
"40","22","Bez bólu, bez zysku jest to, co mówi sobie za każdym razem, gdy przebija ostatni zestaw swojego treningu"
"41","22","Przypomniał swoim uczniom, że nie ma bólu, nie ma zysku, jeśli ciężko uczyć się na nadchodzących egzaminach"
"42","22","Motyw trenera, bez bólu, bez zysku, motywował zespół do trenowania bardziej niż kiedykolwiek wcześniej"
"10","23","Pomimo ścisłego terminu, Maria była na boisku i przedłożyła sprawozdanie wcześniej"
"11","23","Z tak wielu nieprzewidywalnych zmian na rynku, ważne jest, aby doradca finansowy był na boisku"
"12","23","Szybka reakcja Jacka na nieoczekiwany problem pokazała wszystkim, że naprawdę był na boisku"
"4","24","Myślałem, że był poważnie o wygraniu loterii, ale okazało się, że po prostu ciągnął moją nogę"
"5","24","Kiedy powiedziała mi, że może mówić siedem języków, wiedziałem, że ciągnęła moją nogę"
"6","24","Lubi ciągnąć nogę brata, opowiadając mu przerażające historie"
"16","25","Po otrzymywaniu rozczarowujących wiadomości, zrobiła głęboki oddech i postanowiła, że nadszedł czas, aby pociągnąć się razem i przejść naprzód"
"17","25","Pomimo chaosu wokół niego, wiedział, że musi ciągnąć się razem, aby prowadzić swój zespół przez kryzys"
"18","25","Poczuwszy się przepełniony obciążeniem pracy, wyszedł na chwilę na zewnątrz, aby zgromadzić myśli i przyciągnąć się do siebie, zanim wrócił do swojego biurka"
"58","26","Byliśmy na drodze przez pięć godzin bez żadnych problemów; do tej pory tak dobrze"
"59","26","Termin projektu zbliża się, a zespół jest na drodze; do tej pory tak dobrze"
"60","26","Jestem trzymać się mojej nowej diety od tygodnia teraz, i czuję się świetnie; do tej pory tak dobrze"
"88","27","Dyskusjaliśmy tylko, jak nie widzieliśmy Toma od wieków, i mówimy o diabeł, wszedł do drzwi"
"89","27","Mówiłem Sarze o polityce nowego menedżera, kiedy, mówiąc o diabecie, przyłączył się nieoczekiwanie do naszego spotkania"
"90","27","Gdy dyskutowaliśmy o jej niezwykłych wyborach mody, mówimy o diabecie, ona wkroczyła do biura, nosząc zielony kapelusz neonowy"
"82","28","Po miesiącach nieustannych opóźnień i błędnej komunikacji ze strony wykonawcy, złamane okno było ostatnim straw dla Emily"
"83","28","Tim był cierpliwy z jego głośnych sąsiadów, ale kiedy gościli inną głośną imprezę w nocy tygodniowej, to był ostatni straw"
"84","28","Kiedy menedżer ogłosił kolejny spadek wynagrodzenia, to była ostatnia straw, a pracownicy zdecydowali się na walkout"
"52","29","Mieszkanie w mieście, ale posiadanie domu na wsi pozwala jej cieszyć się najlepszym z obu światów"
"53","29","Pracując na odległość w firmie z siedzibą w Paryżu, zdobywa najlepsze z obu światów: międzynarodową karierę bez opuszczenia rodzinnego miasta"
"54","29","Z jej samochodu hybrydowego, ona otrzymuje najlepsze z obu światów: wydajność energii elektrycznej i zakres silnika benzynowego"
"103","30","Spędziliśmy całe popołudnie grając w gry i rozmawiając, a zanim to wiedziałem, czas lata, gdy masz zabawy"
"104","30","W rodzinnym zgromadzeniu, byliśmy tak zajęci chwytem i śmiechem, że czas lata, gdy masz zabawy"
"105","30","Podczas naszego urlopu, każdy dzień wydał się przemijać w mgnieniu oka, ponieważ czas lata, gdy masz zabawy"
"85","31","Kiedy termin realizacji projektu został przedłużony o tydzień, Sarah zniekształciła się z powodu nieoczekiwanych zmian"
"86","31","Eddie ma tendencję do zginania się, kiedy ktoś sugeruje nowy sposób robienia rzeczy"
"87","31","Nie ma potrzeby wykręcać się z kształtu na małej błędzie; możemy łatwo go naprawić"
"106","32","Sarah była już późna na spotkanie, i aby pogorszyć sprawę, zdała sobie sprawę, że zostawiła notatki prezentacji w domu"
"107","32","burza zniszczyła energię w całym sąsiedztwie, i aby pogorszyć sprawę, generator zapasowy nie mógł rozpocząć"
"108","32","Tom zapomniał o parasolie, a aby pogorszyć sprawę, zaczął się golać, gdy wyszedł z biura"
"19","33","Maria zdecydowała się dziś pozostać doma z pracy, ponieważ czuła się pod warunkiem pogody"
"20","33","Mimo, że był pod warunkiem pogody, Jack nadal udało się zakończyć swój raport na czas"
"21","33","Po złapaniu zimy, Emily spędził weekend w pogodzie i odpoczął w łóżku"
"7","34","Nie ma potrzeby martwić się o budżet na przyszły projekt już teraz; przekroczymy ten most, gdy do niego dojdziemy"
"8","34","Jeśli zaczniemy myśleć o każdym możliwym problemem, nigdy nie rozpoczniemy, więc po prostu przekroczymy ten most, gdy do niego dojdziemy"
"9","34","Aktualizacja oprogramowania może spowodować pewne problemy, ale przekroczymy ten most, gdy do niego dojdziemy i odpowiednio go naprawić"
"49","35","Po przeczytaniu skomplikowanej pracy badawczej, zajęło mi trochę czasu, aby zamknąć głowę wokół nowych koncepcji naukowych przedstawionych"
"50","35","Nowa aktualizacja oprogramowania jest tak inna, że cały zespół zajmuje trochę czasu, aby zamknąć głowę wokół niego"
"51","35","Pomimo jasnych instrukcji, wciąż staram się zamknąć głowę wokół tego, jak nowy maszyna działa"
"70","36","Pogoda była niezmiernie gorąca w tym tygodniu; można powiedzieć, że ponownie"
"71","36","Po próbie nowego restauracji w centrum miasta, uzgodniliśmy, że to była najlepsza posiłka, którą mieliśmy od wieków, i można powiedzieć, że ponownie"
"72","36","Kiedy wspomniała, jak chaotyczny był poranny commute, wszyscy inni na pociągu przyjęli zgodę, można powiedzieć, że ponownie"
"61","37","Kiedy nagle wygasła moc, zapytałem sąsiada, co się działo, a on pokrknął i powiedział, że twój wyrok jest tak dobry jak mój"
"62","37","Po godzinach próby naprawienia złamanego drukarki Jake w końcu przyznał się do porażki i powiedział swoim kolegom, że twój wyrok jest tak dobry jak mój"
"63","37","Kiedy tajemniczy pakiet przybył na nasze drzwi, moja siostra zapytała, od kogo jest, a ja odpowiedziałem, że twój guess jest tak dobry jak mój"
